timestamp,SSID,RSSI,CH
2023-01-16 14:53:41.682583,AP-36,-56,12
2023-01-16 14:53:41.682743,AP-18,-78,12
2023-01-16 14:53:45.888092,AP-36,-56,12
2023-01-16 14:53:45.888316,AP-18,-76,12
2023-01-16 14:53:50.094956,AP-36,-56,12
2023-01-16 14:53:50.095110,AP-18,-78,12
2023-01-16 14:53:50.095276,AP-72,-82,12
2023-01-16 14:53:54.298568,AP-36,-56,12
2023-01-16 14:53:54.298771,AP-18,-76,12
2023-01-16 14:53:58.506692,AP-36,-56,12
2023-01-16 14:53:58.506957,AP-18,-75,12
2023-01-16 14:53:58.507163,AP-25,-78,12
2023-01-16 14:53:58.507307,AP-72,-83,12
2023-01-16 14:54:02.712607,AP-36,-56,12
2023-01-16 14:54:02.712801,AP-18,-75,12
2023-01-16 14:54:02.713005,AP-25,-79,12
2023-01-16 14:54:02.713202,AP-72,-83,12
2023-01-16 14:54:06.916647,AP-36,-56,12
2023-01-16 14:54:06.916827,AP-18,-77,12
2023-01-16 14:54:06.917308,AP-72,-84,12
2023-01-16 14:54:11.123303,AP-36,-58,12
2023-01-16 14:54:11.123477,AP-18,-77,12
2023-01-16 14:54:11.123631,AP-25,-77,12
2023-01-16 14:54:11.125398,AP-72,-84,12
2023-01-16 14:54:15.328378,AP-36,-57,12
2023-01-16 14:54:15.328531,AP-25,-74,12
2023-01-16 14:54:15.328722,AP-18,-76,12
2023-01-16 14:54:15.329079,AP-72,-82,12
2023-01-16 14:54:19.533208,AP-36,-56,12
2023-01-16 14:54:19.533439,AP-18,-75,12
2023-01-16 14:54:19.533629,AP-25,-79,12
2023-01-16 14:54:23.738591,AP-36,-55,12
2023-01-16 14:54:23.738787,AP-18,-76,12
2023-01-16 14:54:23.738937,AP-25,-76,12
2023-01-16 14:54:27.944908,AP-36,-56,12
2023-01-16 14:54:27.945446,AP-25,-76,12
2023-01-16 14:54:27.945615,AP-18,-77,12
2023-01-16 14:54:27.945796,AP-72,-82,12
2023-01-16 14:54:32.148080,AP-36,-58,12
2023-01-16 14:54:32.148270,AP-18,-76,12
2023-01-16 14:54:36.354933,AP-36,-56,12
2023-01-16 14:54:36.355142,AP-18,-75,12
2023-01-16 14:54:36.355382,AP-25,-76,12
