timestamp,SSID,RSSI,CH
2023-01-16 15:58:19.319364,AP-25,-60,12
2023-01-16 15:58:19.319623,pioneernuc,-79,1
2023-01-16 15:58:19.319885,AP-18,-79,12
2023-01-16 15:58:19.321717,AP-36,-83,12
2023-01-16 15:58:19.321869,AP-72,-83,12
2023-01-16 15:58:23.525273,AP-25,-57,12
2023-01-16 15:58:23.525488,pioneernuc,-73,1
2023-01-16 15:58:23.525681,AP-18,-79,12
2023-01-16 15:58:23.527442,AP-72,-81,12
2023-01-16 15:58:23.527621,AP-36,-84,12
2023-01-16 15:58:27.731248,AP-25,-58,12
2023-01-16 15:58:27.731455,pioneernuc,-80,1
2023-01-16 15:58:27.731723,AP-18,-80,12
2023-01-16 15:58:27.733228,AP-36,-82,12
2023-01-16 15:58:27.733442,AP-72,-82,12
2023-01-16 15:58:31.936078,AP-25,-59,12
2023-01-16 15:58:31.936475,pioneernuc,-76,1
2023-01-16 15:58:31.936765,AP-18,-78,12
2023-01-16 15:58:31.940906,AP-72,-82,12
2023-01-16 15:58:31.941113,AP-36,-82,12
2023-01-16 15:58:36.141952,AP-25,-58,12
2023-01-16 15:58:36.142295,pioneernuc,-75,1
2023-01-16 15:58:36.142510,AP-18,-78,12
2023-01-16 15:58:36.144913,AP-36,-82,12
2023-01-16 15:58:36.145062,AP-72,-82,12
2023-01-16 15:58:40.347991,AP-25,-58,12
2023-01-16 15:58:40.348387,pioneernuc,-73,1
2023-01-16 15:58:40.348597,AP-18,-76,12
2023-01-16 15:58:40.350680,AP-36,-80,12
2023-01-16 15:58:40.350897,AP-72,-81,12
2023-01-16 15:58:44.553839,AP-25,-58,12
2023-01-16 15:58:44.554019,pioneernuc,-72,1
2023-01-16 15:58:44.554160,AP-18,-78,12
2023-01-16 15:58:44.556638,AP-72,-80,12
2023-01-16 15:58:44.556897,AP-36,-82,12
2023-01-16 15:58:48.759669,AP-25,-59,12
2023-01-16 15:58:48.759909,pioneernuc,-75,1
2023-01-16 15:58:48.760087,AP-18,-76,12
2023-01-16 15:58:48.764095,AP-72,-81,12
2023-01-16 15:58:48.764284,AP-36,-82,12
2023-01-16 15:58:52.965523,AP-25,-58,12
2023-01-16 15:58:52.965744,pioneernuc,-73,1
2023-01-16 15:58:52.965901,AP-18,-77,12
2023-01-16 15:58:52.968374,AP-72,-82,12
2023-01-16 15:58:52.968566,AP-36,-82,12
2023-01-16 15:58:57.171602,AP-25,-57,12
2023-01-16 15:58:57.171832,pioneernuc,-75,1
2023-01-16 15:58:57.171975,AP-18,-79,12
2023-01-16 15:58:57.173876,AP-72,-81,12
2023-01-16 15:58:57.174078,AP-36,-84,12
2023-01-16 15:59:01.377685,AP-25,-59,12
2023-01-16 15:59:01.377863,pioneernuc,-74,1
2023-01-16 15:59:01.378060,AP-18,-79,12
2023-01-16 15:59:01.379593,AP-72,-82,12
2023-01-16 15:59:01.380029,AP-36,-83,12
2023-01-16 15:59:05.582278,AP-25,-56,12
2023-01-16 15:59:05.582456,pioneernuc,-71,1
2023-01-16 15:59:05.582596,AP-18,-78,12
2023-01-16 15:59:05.585464,AP-72,-81,12
2023-01-16 15:59:05.588756,AP-36,-82,12
2023-01-16 15:59:09.788341,AP-25,-57,12
2023-01-16 15:59:09.788648,pioneernuc,-72,1
2023-01-16 15:59:09.788808,AP-18,-77,12
2023-01-16 15:59:09.791005,AP-72,-81,12
2023-01-16 15:59:09.791192,AP-36,-83,12
2023-01-16 15:59:13.994081,AP-25,-56,12
2023-01-16 15:59:13.994255,pioneernuc,-72,1
2023-01-16 15:59:13.994395,AP-18,-79,12
2023-01-16 15:59:13.997056,AP-36,-81,12
2023-01-16 15:59:13.997244,AP-72,-82,12
