timestamp,SSID,RSSI,CH
2023-01-16 14:58:06.632857,AP-36,-53,12
2023-01-16 14:58:06.633041,AP-18,-75,12
2023-01-16 14:58:06.633514,AP-25,-76,12
2023-01-16 14:58:06.633662,AP-72,-77,12
2023-01-16 14:58:10.838636,AP-36,-54,12
2023-01-16 14:58:10.839072,AP-18,-75,12
2023-01-16 14:58:10.839259,AP-25,-77,12
2023-01-16 14:58:10.839446,AP-72,-78,12
2023-01-16 14:58:15.044613,AP-36,-56,12
2023-01-16 14:58:15.044968,AP-18,-76,12
2023-01-16 14:58:15.045118,AP-72,-78,12
2023-01-16 14:58:15.045266,AP-25,-78,12
2023-01-16 14:58:19.249402,AP-36,-57,12
2023-01-16 14:58:19.249561,AP-18,-76,12
2023-01-16 14:58:19.249829,AP-25,-76,12
2023-01-16 14:58:19.250151,AP-72,-78,12
2023-01-16 14:58:23.455815,AP-36,-54,12
2023-01-16 14:58:23.455973,AP-18,-74,12
2023-01-16 14:58:23.456483,AP-25,-76,12
2023-01-16 14:58:23.456733,AP-72,-78,12
2023-01-16 14:58:27.661402,AP-36,-55,12
2023-01-16 14:58:27.661569,AP-18,-74,12
2023-01-16 14:58:27.661713,AP-72,-77,12
2023-01-16 14:58:27.661855,AP-25,-77,12
2023-01-16 14:58:31.867165,AP-36,-54,12
2023-01-16 14:58:31.867351,AP-18,-75,12
2023-01-16 14:58:31.867517,AP-25,-77,12
2023-01-16 14:58:31.869258,AP-72,-78,12
2023-01-16 14:58:31.869626,pioneernuc,-90,1
2023-01-16 14:58:36.072133,AP-36,-56,12
2023-01-16 14:58:36.072289,AP-18,-76,12
2023-01-16 14:58:36.072485,AP-25,-76,12
2023-01-16 14:58:36.072875,AP-72,-78,12
2023-01-16 14:58:40.277973,AP-36,-55,12
2023-01-16 14:58:40.278137,AP-25,-76,12
2023-01-16 14:58:40.278411,AP-72,-78,12
2023-01-16 14:58:40.278553,AP-18,-78,12
2023-01-16 14:58:44.484006,AP-36,-57,12
2023-01-16 14:58:44.484200,AP-18,-74,12
2023-01-16 14:58:44.484419,AP-25,-76,12
2023-01-16 14:58:44.484561,AP-72,-79,12
2023-01-16 14:58:48.689790,AP-36,-55,12
2023-01-16 14:58:48.690075,AP-18,-74,12
2023-01-16 14:58:48.690248,AP-25,-78,12
2023-01-16 14:58:48.690417,AP-72,-80,12
2023-01-16 14:58:52.894718,AP-36,-58,12
2023-01-16 14:58:52.894944,AP-18,-76,12
2023-01-16 14:58:52.895102,AP-25,-76,12
2023-01-16 14:58:52.895477,AP-72,-78,12
2023-01-16 14:58:57.100489,AP-36,-56,12
2023-01-16 14:58:57.100718,AP-18,-75,12
2023-01-16 14:58:57.101065,AP-25,-78,12
2023-01-16 14:58:57.101266,AP-72,-79,12
2023-01-16 14:59:01.306416,AP-36,-54,12
2023-01-16 14:59:01.306653,AP-18,-75,12
2023-01-16 14:59:01.306839,AP-25,-76,12
2023-01-16 14:59:01.308538,AP-72,-79,12
