timestamp,SSID,RSSI,CH
2023-01-16 14:46:24.317120,AP-36,-64,12
2023-01-16 14:46:24.317291,AP-18,-76,12
2023-01-16 14:46:24.317460,AP-25,-81,12
2023-01-16 14:46:28.522707,AP-36,-66,12
2023-01-16 14:46:28.522864,AP-18,-74,12
2023-01-16 14:46:28.523097,AP-25,-82,12
2023-01-16 14:46:32.727930,AP-36,-65,12
2023-01-16 14:46:32.728126,AP-18,-75,12
2023-01-16 14:46:32.728281,AP-25,-83,12
2023-01-16 14:46:36.933532,AP-36,-66,12
2023-01-16 14:46:36.934009,AP-18,-73,12
2023-01-16 14:46:36.934259,AP-25,-82,12
2023-01-16 14:46:41.138620,AP-36,-66,12
2023-01-16 14:46:41.139001,AP-18,-76,12
2023-01-16 14:46:41.139156,AP-25,-82,12
2023-01-16 14:46:45.344890,AP-36,-66,12
2023-01-16 14:46:45.345098,AP-18,-75,12
2023-01-16 14:46:45.345308,AP-25,-81,12
2023-01-16 14:46:49.551063,AP-36,-66,12
2023-01-16 14:46:49.551477,AP-18,-74,12
2023-01-16 14:46:49.551825,AP-25,-81,12
2023-01-16 14:46:49.552122,AP-72,-82,12
2023-01-16 14:46:53.755239,AP-36,-66,12
2023-01-16 14:46:53.755433,AP-18,-78,12
2023-01-16 14:46:53.755575,AP-25,-81,12
2023-01-16 14:46:57.961628,AP-36,-66,12
2023-01-16 14:46:57.961903,AP-18,-78,12
2023-01-16 14:46:57.962071,AP-25,-82,12
2023-01-16 14:46:57.962268,AP-72,-82,12
2023-01-16 14:47:02.166173,AP-36,-66,12
2023-01-16 14:47:02.166379,AP-18,-78,12
2023-01-16 14:47:02.166526,AP-25,-81,12
2023-01-16 14:47:06.371637,AP-36,-66,12
2023-01-16 14:47:06.371788,AP-18,-75,12
2023-01-16 14:47:06.371953,AP-25,-81,12
2023-01-16 14:47:10.576914,AP-36,-65,12
2023-01-16 14:47:10.577066,AP-18,-76,12
2023-01-16 14:47:10.577206,AP-25,-81,12
2023-01-16 14:47:14.782931,AP-36,-66,12
2023-01-16 14:47:14.783331,AP-18,-77,12
2023-01-16 14:47:14.783543,AP-25,-82,12
2023-01-16 14:47:18.989559,AP-36,-65,12
2023-01-16 14:47:18.989739,AP-18,-78,12
2023-01-16 14:47:18.989885,AP-72,-81,12
2023-01-16 14:47:18.991020,AP-25,-81,12
2023-01-16 14:47:23.193197,AP-36,-66,12
2023-01-16 14:47:23.193398,AP-18,-79,12
2023-01-16 14:47:23.193685,AP-25,-82,12
