timestamp,SSID,RSSI,CH
2023-01-16 15:27:24.593973,AP-36,-68,12
2023-01-16 15:27:24.594143,AP-72,-70,12
2023-01-16 15:27:24.594323,AP-25,-73,12
2023-01-16 15:27:24.596190,AP-18,-75,12
2023-01-16 15:27:24.596400,pioneernuc,-85,1
2023-01-16 15:27:28.798893,AP-36,-68,12
2023-01-16 15:27:28.799057,AP-25,-72,12
2023-01-16 15:27:28.799233,AP-72,-73,12
2023-01-16 15:27:28.803621,AP-18,-74,12
2023-01-16 15:27:28.803835,pioneernuc,-83,1
2023-01-16 15:27:33.004762,AP-36,-67,12
2023-01-16 15:27:33.004914,AP-25,-72,12
2023-01-16 15:27:33.005055,AP-72,-74,12
2023-01-16 15:27:33.009357,AP-18,-75,12
2023-01-16 15:27:33.009590,pioneernuc,-82,1
2023-01-16 15:27:37.210950,AP-36,-68,12
2023-01-16 15:27:37.211172,AP-25,-72,12
2023-01-16 15:27:37.211387,AP-18,-74,12
2023-01-16 15:27:37.213390,AP-72,-76,12
2023-01-16 15:27:37.213566,pioneernuc,-80,1
2023-01-16 15:27:41.416542,AP-36,-67,12
2023-01-16 15:27:41.416728,AP-25,-72,12
2023-01-16 15:27:41.416876,AP-18,-73,12
2023-01-16 15:27:41.418838,AP-72,-75,12
2023-01-16 15:27:41.419052,pioneernuc,-82,1
2023-01-16 15:27:45.622571,AP-36,-67,12
2023-01-16 15:27:45.622743,AP-25,-72,12
2023-01-16 15:27:45.622926,AP-72,-74,12
2023-01-16 15:27:45.624712,AP-18,-74,12
2023-01-16 15:27:45.624920,pioneernuc,-83,1
2023-01-16 15:27:49.827296,AP-36,-68,12
2023-01-16 15:27:49.827483,AP-25,-72,12
2023-01-16 15:27:49.827692,AP-18,-73,12
2023-01-16 15:27:49.830490,AP-72,-74,12
2023-01-16 15:27:49.830731,pioneernuc,-82,1
2023-01-16 15:27:54.033238,AP-36,-68,12
2023-01-16 15:27:54.033395,AP-25,-72,12
2023-01-16 15:27:54.033543,AP-72,-74,12
2023-01-16 15:27:54.036118,AP-18,-74,12
2023-01-16 15:27:54.036324,pioneernuc,-81,1
2023-01-16 15:27:58.239293,AP-36,-68,12
2023-01-16 15:27:58.239790,AP-72,-71,12
2023-01-16 15:27:58.240097,AP-25,-72,12
2023-01-16 15:27:58.241785,AP-18,-74,12
2023-01-16 15:27:58.242005,pioneernuc,-82,1
2023-01-16 15:28:02.445225,AP-36,-66,12
2023-01-16 15:28:02.445392,AP-72,-72,12
2023-01-16 15:28:02.445562,AP-25,-72,12
2023-01-16 15:28:02.447812,AP-18,-74,12
2023-01-16 15:28:02.448035,pioneernuc,-82,1
2023-01-16 15:28:06.650977,AP-36,-66,12
2023-01-16 15:28:06.651217,AP-25,-70,12
2023-01-16 15:28:06.651364,AP-72,-71,12
2023-01-16 15:28:06.655214,AP-18,-74,12
2023-01-16 15:28:06.655414,pioneernuc,-81,1
2023-01-16 15:28:10.856819,AP-36,-65,12
2023-01-16 15:28:10.857065,AP-72,-71,12
2023-01-16 15:28:10.857217,AP-25,-72,12
2023-01-16 15:28:10.860805,AP-18,-74,12
2023-01-16 15:28:10.861008,pioneernuc,-82,1
2023-01-16 15:28:15.062794,AP-36,-65,12
2023-01-16 15:28:15.063038,AP-72,-71,12
2023-01-16 15:28:15.063208,AP-25,-72,12
2023-01-16 15:28:15.064824,AP-18,-75,12
2023-01-16 15:28:15.065098,pioneernuc,-82,1
2023-01-16 15:28:19.267701,AP-36,-67,12
2023-01-16 15:28:19.267916,AP-72,-71,12
2023-01-16 15:28:19.268303,AP-25,-72,12
2023-01-16 15:28:19.270756,AP-18,-74,12
2023-01-16 15:28:19.270934,pioneernuc,-82,1
