timestamp,SSID,RSSI,CH
2023-01-16 15:26:00.478951,AP-72,-74,12
2023-01-16 15:26:00.479136,AP-25,-74,12
2023-01-16 15:26:00.479300,AP-18,-76,12
2023-01-16 15:26:00.482791,AP-36,-82,12
2023-01-16 15:26:00.482965,pioneernuc,-86,1
2023-01-16 15:26:04.684876,AP-72,-73,12
2023-01-16 15:26:04.685086,AP-25,-74,12
2023-01-16 15:26:04.685265,AP-18,-75,12
2023-01-16 15:26:04.687509,pioneernuc,-82,1
2023-01-16 15:26:04.687697,AP-36,-82,12
2023-01-16 15:26:08.890947,AP-72,-74,12
2023-01-16 15:26:08.891139,AP-25,-75,12
2023-01-16 15:26:08.891422,AP-18,-77,12
2023-01-16 15:26:08.893251,AP-36,-81,12
2023-01-16 15:26:08.893461,pioneernuc,-86,1
2023-01-16 15:26:13.096566,AP-25,-74,12
2023-01-16 15:26:13.096753,AP-72,-74,12
2023-01-16 15:26:13.096902,AP-18,-77,12
2023-01-16 15:26:13.098946,AP-36,-82,12
2023-01-16 15:26:13.099257,pioneernuc,-84,1
2023-01-16 15:26:17.302487,AP-25,-74,12
2023-01-16 15:26:17.302732,AP-72,-74,12
2023-01-16 15:26:17.302917,AP-18,-78,12
2023-01-16 15:26:17.304673,AP-36,-79,12
2023-01-16 15:26:17.304847,pioneernuc,-84,1
2023-01-16 15:26:21.507529,AP-72,-74,12
2023-01-16 15:26:21.507685,AP-25,-74,12
2023-01-16 15:26:21.507844,AP-18,-76,12
2023-01-16 15:26:21.510376,AP-36,-81,12
2023-01-16 15:26:21.510640,pioneernuc,-85,1
2023-01-16 15:26:25.713365,AP-72,-74,12
2023-01-16 15:26:25.713527,AP-25,-74,12
2023-01-16 15:26:25.713867,AP-18,-77,12
2023-01-16 15:26:25.716218,AP-36,-82,12
2023-01-16 15:26:25.716391,pioneernuc,-85,1
2023-01-16 15:26:29.919258,AP-25,-74,12
2023-01-16 15:26:29.919465,AP-18,-75,12
2023-01-16 15:26:29.919637,AP-72,-76,12
2023-01-16 15:26:29.921700,AP-36,-81,12
2023-01-16 15:26:29.921925,pioneernuc,-85,1
2023-01-16 15:26:34.125250,AP-72,-73,12
2023-01-16 15:26:34.125503,AP-25,-73,12
2023-01-16 15:26:34.125756,AP-18,-77,12
2023-01-16 15:26:34.127453,AP-36,-83,12
2023-01-16 15:26:34.127748,pioneernuc,-84,1
2023-01-16 15:26:38.331060,AP-25,-73,12
2023-01-16 15:26:38.331219,AP-18,-79,12
2023-01-16 15:26:38.331367,AP-72,-80,12
2023-01-16 15:26:38.333258,AP-36,-81,12
2023-01-16 15:26:38.333649,pioneernuc,-86,1
2023-01-16 15:26:42.535968,AP-25,-72,12
2023-01-16 15:26:42.536123,AP-18,-77,12
2023-01-16 15:26:42.536264,AP-72,-80,12
2023-01-16 15:26:42.541634,AP-36,-82,12
2023-01-16 15:26:42.542504,pioneernuc,-85,1
2023-01-16 15:26:46.741934,AP-25,-75,12
2023-01-16 15:26:46.742419,AP-18,-77,12
2023-01-16 15:26:46.742605,AP-72,-78,12
2023-01-16 15:26:46.744626,AP-36,-83,12
2023-01-16 15:26:46.744804,pioneernuc,-85,1
2023-01-16 15:26:50.946976,AP-25,-72,12
2023-01-16 15:26:50.947181,AP-36,-77,12
2023-01-16 15:26:50.950863,AP-18,-80,12
2023-01-16 15:26:50.951066,AP-72,-83,12
2023-01-16 15:26:50.951246,pioneernuc,-85,1
2023-01-16 15:26:55.152819,AP-25,-73,12
2023-01-16 15:26:55.153822,AP-18,-79,12
2023-01-16 15:26:55.160221,AP-72,-80,12
2023-01-16 15:26:55.160372,AP-36,-81,12
2023-01-16 15:26:55.160732,pioneernuc,-84,1
