timestamp,SSID,RSSI,CH
2023-01-16 14:22:21.787516,AP-18,-56,12
2023-01-16 14:22:21.787668,AP-36,-84,12
2023-01-16 14:22:21.787809,AP-72,-91,12
2023-01-16 14:22:21.791479,pioneernuc,-92,1
2023-01-16 14:22:21.791693,AP-25,-92,12
2023-01-16 14:22:25.992302,AP-18,-56,12
2023-01-16 14:22:25.992529,pioneernuc,-84,1
2023-01-16 14:22:25.992700,AP-36,-84,12
2023-01-16 14:22:25.993459,AP-72,-90,12
2023-01-16 14:22:30.198168,AP-18,-56,12
2023-01-16 14:22:30.198657,AP-36,-84,12
2023-01-16 14:22:30.198806,AP-25,-86,12
2023-01-16 14:22:30.200938,AP-72,-91,12
2023-01-16 14:22:30.201213,pioneernuc,-93,1
2023-01-16 14:22:34.404154,AP-18,-56,12
2023-01-16 14:22:34.404315,AP-36,-83,12
2023-01-16 14:22:34.404481,pioneernuc,-90,1
2023-01-16 14:22:34.406718,AP-72,-90,12
2023-01-16 14:22:34.407093,AP-25,-91,12
2023-01-16 14:22:38.609933,AP-18,-55,12
2023-01-16 14:22:38.610173,AP-25,-89,12
2023-01-16 14:22:38.610330,AP-72,-90,12
2023-01-16 14:22:38.610634,pioneernuc,-92,1
2023-01-16 14:22:42.815884,AP-18,-51,12
2023-01-16 14:22:42.816249,AP-36,-86,12
2023-01-16 14:22:42.816539,pioneernuc,-89,1
2023-01-16 14:22:42.817981,AP-72,-90,12
2023-01-16 14:22:42.818171,AP-25,-92,12
2023-01-16 14:22:47.020868,AP-18,-56,12
2023-01-16 14:22:47.021094,AP-25,-84,12
2023-01-16 14:22:47.021236,AP-36,-87,12
2023-01-16 14:22:47.021575,AP-72,-88,12
2023-01-16 14:22:51.226647,AP-18,-58,12
2023-01-16 14:22:51.226861,AP-25,-84,12
2023-01-16 14:22:51.227036,AP-36,-86,12
2023-01-16 14:22:51.229318,pioneernuc,-88,1
2023-01-16 14:22:51.229465,AP-72,-89,12
2023-01-16 14:22:55.431780,AP-18,-54,12
2023-01-16 14:22:55.432050,AP-36,-86,12
2023-01-16 14:22:55.435969,pioneernuc,-89,1
2023-01-16 14:22:55.436187,AP-25,-89,12
2023-01-16 14:22:55.436460,AP-72,-90,12
2023-01-16 14:22:59.638695,AP-18,-58,12
2023-01-16 14:22:59.638909,AP-25,-88,12
2023-01-16 14:22:59.639108,AP-72,-89,12
2023-01-16 14:22:59.639287,AP-36,-90,12
2023-01-16 14:23:03.843357,AP-18,-56,12
2023-01-16 14:23:03.843540,AP-72,-87,12
2023-01-16 14:23:03.843717,AP-36,-87,12
2023-01-16 14:23:03.844729,pioneernuc,-92,1
2023-01-16 14:23:08.049340,AP-18,-55,12
2023-01-16 14:23:08.049857,AP-72,-85,12
2023-01-16 14:23:08.050009,AP-36,-87,12
2023-01-16 14:23:08.050156,AP-25,-91,12
2023-01-16 14:23:12.255483,AP-18,-56,12
2023-01-16 14:23:12.255682,AP-72,-86,12
2023-01-16 14:23:12.255973,AP-36,-88,12
2023-01-16 14:23:12.256162,AP-25,-90,12
2023-01-16 14:23:16.459994,AP-18,-55,12
2023-01-16 14:23:16.460181,AP-72,-83,12
2023-01-16 14:23:16.460347,AP-36,-89,12
2023-01-16 14:23:16.460981,AP-25,-91,12
