timestamp,SSID,RSSI,CH
2023-01-16 15:15:12.800466,AP-72,-51,12
2023-01-16 15:15:12.800779,AP-36,-57,12
2023-01-16 15:15:12.801052,AP-18,-75,12
2023-01-16 15:15:12.801215,AP-25,-77,12
2023-01-16 15:15:17.006296,AP-72,-52,12
2023-01-16 15:15:17.006540,AP-36,-59,12
2023-01-16 15:15:17.006781,pioneernuc,-69,1
2023-01-16 15:15:17.009273,AP-18,-72,12
2023-01-16 15:15:17.009436,AP-25,-79,12
2023-01-16 15:15:21.212168,AP-72,-51,12
2023-01-16 15:15:21.212396,AP-36,-60,12
2023-01-16 15:15:21.212625,pioneernuc,-70,1
2023-01-16 15:15:21.214400,AP-18,-73,12
2023-01-16 15:15:21.214569,AP-25,-77,12
2023-01-16 15:15:25.418180,AP-72,-51,12
2023-01-16 15:15:25.418348,AP-36,-60,12
2023-01-16 15:15:25.418552,AP-18,-73,12
2023-01-16 15:15:25.420210,AP-25,-73,12
2023-01-16 15:15:25.420415,pioneernuc,-77,1
2023-01-16 15:15:29.622995,AP-72,-51,12
2023-01-16 15:15:29.623170,AP-36,-59,12
2023-01-16 15:15:29.623335,AP-25,-71,12
2023-01-16 15:15:29.627522,AP-18,-72,12
2023-01-16 15:15:29.627753,pioneernuc,-83,1
2023-01-16 15:15:33.828894,AP-72,-51,12
2023-01-16 15:15:33.829068,AP-36,-60,12
2023-01-16 15:15:33.829315,AP-25,-70,12
2023-01-16 15:15:33.831620,AP-18,-72,12
2023-01-16 15:15:33.831833,pioneernuc,-82,1
2023-01-16 15:15:38.035557,AP-72,-52,12
2023-01-16 15:15:38.035943,AP-36,-59,12
2023-01-16 15:15:38.036308,AP-25,-70,12
2023-01-16 15:15:38.039765,AP-18,-73,12
2023-01-16 15:15:38.040075,pioneernuc,-81,1
2023-01-16 15:15:42.240875,AP-72,-50,12
2023-01-16 15:15:42.241070,AP-36,-60,12
2023-01-16 15:15:42.241228,AP-25,-70,12
2023-01-16 15:15:42.245070,AP-18,-78,12
2023-01-16 15:15:42.245379,pioneernuc,-85,1
2023-01-16 15:15:46.446589,AP-72,-51,12
2023-01-16 15:15:46.446819,AP-36,-59,12
2023-01-16 15:15:46.447029,AP-25,-70,12
2023-01-16 15:15:46.448866,AP-18,-76,12
2023-01-16 15:15:46.449159,pioneernuc,-89,1
2023-01-16 15:15:50.651491,AP-72,-51,12
2023-01-16 15:15:50.651699,AP-36,-59,12
2023-01-16 15:15:50.651991,AP-25,-71,12
2023-01-16 15:15:50.654572,AP-18,-77,12
2023-01-16 15:15:50.654779,pioneernuc,-89,1
2023-01-16 15:15:54.857482,AP-72,-51,12
2023-01-16 15:15:54.857638,AP-36,-59,12
2023-01-16 15:15:54.857806,AP-25,-70,12
2023-01-16 15:15:54.860239,AP-18,-75,12
2023-01-16 15:15:54.860459,pioneernuc,-89,1
