timestamp,SSID,RSSI,CH
2023-01-16 14:59:26.539856,AP-36,-54,12
2023-01-16 14:59:26.540112,AP-25,-76,12
2023-01-16 14:59:26.540366,AP-72,-80,12
2023-01-16 14:59:26.542777,pioneernuc,-84,1
2023-01-16 14:59:26.542944,AP-18,-85,12
2023-01-16 14:59:30.745750,AP-36,-56,12
2023-01-16 14:59:30.745912,AP-25,-76,12
2023-01-16 14:59:30.746166,AP-72,-80,12
2023-01-16 14:59:30.746314,AP-18,-81,12
2023-01-16 14:59:34.951728,AP-36,-56,12
2023-01-16 14:59:34.951884,AP-25,-76,12
2023-01-16 14:59:34.952057,AP-72,-79,12
2023-01-16 14:59:34.953692,AP-18,-80,12
2023-01-16 14:59:39.157698,AP-36,-56,12
2023-01-16 14:59:39.157917,AP-25,-75,12
2023-01-16 14:59:39.158088,AP-72,-80,12
2023-01-16 14:59:39.159462,AP-18,-80,12
2023-01-16 14:59:43.362735,AP-36,-51,12
2023-01-16 14:59:43.363404,AP-25,-76,12
2023-01-16 14:59:43.363697,AP-18,-80,12
2023-01-16 14:59:43.363919,AP-72,-81,12
2023-01-16 14:59:47.569449,AP-36,-51,12
2023-01-16 14:59:47.569865,AP-25,-76,12
2023-01-16 14:59:47.570007,AP-72,-79,12
2023-01-16 14:59:47.570147,AP-18,-81,12
2023-01-16 14:59:51.774350,AP-36,-52,12
2023-01-16 14:59:51.774510,AP-25,-76,12
2023-01-16 14:59:51.774658,AP-18,-79,12
2023-01-16 14:59:51.774916,AP-72,-80,12
2023-01-16 14:59:55.979435,AP-36,-54,12
2023-01-16 14:59:55.979590,AP-25,-76,12
2023-01-16 14:59:55.979791,AP-18,-80,12
2023-01-16 14:59:55.979976,AP-72,-80,12
2023-01-16 15:00:00.185074,AP-36,-54,12
2023-01-16 15:00:00.185247,AP-25,-76,12
2023-01-16 15:00:00.185543,AP-72,-80,12
2023-01-16 15:00:00.185689,AP-18,-81,12
2023-01-16 15:00:04.391090,AP-36,-55,12
2023-01-16 15:00:04.391351,AP-25,-76,12
2023-01-16 15:00:04.391663,AP-18,-79,12
2023-01-16 15:00:04.391807,AP-72,-81,12
2023-01-16 15:00:08.596929,AP-36,-55,12
2023-01-16 15:00:08.597126,AP-25,-76,12
2023-01-16 15:00:08.597319,AP-18,-77,12
2023-01-16 15:00:08.597472,AP-72,-80,12
2023-01-16 15:00:12.801968,AP-36,-54,12
2023-01-16 15:00:12.802381,AP-25,-76,12
2023-01-16 15:00:12.802634,AP-72,-79,12
2023-01-16 15:00:12.804392,AP-18,-80,12
2023-01-16 15:00:17.007654,AP-36,-55,12
2023-01-16 15:00:17.008222,AP-25,-76,12
2023-01-16 15:00:17.008364,AP-18,-80,12
2023-01-16 15:00:17.008503,AP-72,-81,12
2023-01-16 15:00:21.213624,AP-36,-54,12
2023-01-16 15:00:21.213868,AP-25,-77,12
2023-01-16 15:00:21.214023,AP-18,-80,12
2023-01-16 15:00:21.214195,AP-72,-80,12
